mean,var,sd,cv,delta
0.07,1.960000000000002,1.4000000000000008,20.00000000000001,0.28019613729610754
0.0775,1.0791917293233078,1.03884153234423,13.404406868957805,0.13935854859429708
0.0975,0.7799436090225571,0.8831441609514027,9.057888830270796,0.08007228678962573
0.055,0.4831829573934845,0.6951136291236739,12.638429620430434,0.0878997916842417
0.035,0.4900000000000003,0.7000000000000002,20.000000000000004,0.14004901715600468
1.9475,21.638840852130343,4.6517567490283005,2.38857856176036,0.11331772718954708
0.17,1.3745363408521307,1.1724062183612516,6.896507166830891,0.08099276657683536
0.0775,0.5478634085213043,0.7401779573327649,9.550683320422774,0.07074688154562422
0.0375,0.34194862155388484,0.5847637313940434,15.593699503841156,0.09122050677107511
0.7325,21.770369674185442,4.665872873770292,6.36979231914033,0.2993995133697054
1.5325,17.853577694235586,4.225349416821713,2.7571611202751796,0.1183128355207376
0.66,14.380350877192983,3.7921433091581576,5.745671680542663,0.21933169337617642
0.385,7.054411027568922,2.6560141241282813,6.898737984748783,0.18393962280934645
0.105,4.410000000000002,2.1000000000000005,20.000000000000007,0.42044146353671374
0.17,2.236691729323309,1.495557330670847,8.797396062769687,0.1317941517829315
0.21,5.900651629072685,2.4291256923166173,11.567265201507702,0.281574717815636
1.7275,23.321547619047625,4.829238823981231,2.7955072787156183,0.13737487377542637
0.045,0.8099999999999999,0.9,20.0,0.18008103646640988
0.2925,1.6009461152882198,1.2652849937022963,4.325760662230073,0.05489376478466935
0.14,2.626967418546372,1.6207922194243072,11.577087281602193,0.1879035949290701
1.8625,24.204104010025066,4.919766662152288,2.6414854561891477,0.13242126695625525
0.68,9.461253132832077,3.075915007413579,4.523404422667027,0.14008867849660156
1.1975,29.79297619047618,5.458294256494073,4.5580745356944234,0.25180852770782886
1.065,28.923082706766902,5.378018474007588,5.049782604701961,0.274501684316059
0.0675,1.822499999999996,1.3499999999999985,19.99999999999998,0.2701823731018431
0.155,2.4069924812030092,1.5514485106515812,10.0093452300102,0.15553091040810088
0.2425,2.294429824561403,1.5147375431279846,6.246340384032926,0.09484566360274815
0.895,8.520275689223064,2.9189511282690335,3.2613979086804843,0.09605833313432387
0.115,1.4353634085213043,1.198066529255076,10.417969819609356,0.12495791103432462
1.12,28.98305764411026,5.38359151906144,4.806778142019143,0.261708434864322
1.335,4.554160401002505,2.134047890981481,1.5985377460535437,0.034575139164038454
1.615,20.894010025062656,4.570996611797328,2.830338459317231,0.13149837381489796
0.05,0.6791979949874687,0.8241346946873847,16.48269389374769,0.13590755277388067
0.5325,7.116735588972429,2.6677210478182363,5.009804784635186,0.13436310020289838
0.64,4.456541353383459,2.1110521910610025,3.298519048532816,0.07008198333999249
0.1075,0.9332769423558901,0.9660625975349062,8.986628814278196,0.08690988788351106
0.11,1.8575438596491236,1.3629174074936177,12.39015824994198,0.1690535825452656
0.2075,4.310219298245614,2.0761067646548463,10.005333805565526,0.20815333012365062
0.48,9.48832080200501,3.0803118027246867,6.417316255676431,0.19862675848248698
0.7775,12.218540100250614,3.4955028393995926,4.495823587652209,0.15838306952634695
0.1325,3.9548308270676755,1.9886756465214923,15.008872803935791,0.298873806062291
0.0475,0.4313220551378434,0.6567511363810826,13.82633971328595,0.09084779588996214
0.0775,0.5077631578947371,0.7125750191346432,9.19451637593088,0.06556864252308277
0.7125,7.092575187969923,2.6631889133086153,3.7378090011348983,0.10025926216177879
0.975,15.463032581453643,3.9323062675043055,4.033134633337749,0.16015673412130987
0.0525,0.3205451127819551,0.566167036113862,10.784134021216419,0.061088283307203915
0.0125,0.032424812030075176,0.18006890911558046,14.405512729246436,0.025943092510623964
0.6,10.140350877192988,3.1843917593777604,5.307319598962934,0.17002600397707895
0.535,11.327092731829566,3.3655746510558293,6.290793740291269,0.21286016133660063
0.4575,8.704956140350872,2.950416265605732,6.448997301870452,0.19114676179808682
0.435,7.198771929824566,2.683052725874869,6.167937300861768,0.16621203222118666
0.36,5.900150375939857,2.4290225144983437,6.7472847624954,0.1644852127642808
